id,nazwa
2102,Stowarzyszenie Bąkiewicz Sp.j.
2103,Cholewka Sp. z o.o.
2104,Paździora-Klebba Sp. z o.o.
2105,Spółdzielnia Kociemba Sp.j.
2106,Wesoły S.A.
2107,Gabinety Kwapis-Pudełek Sp.j.
2108,PPUH Wykręt Sp. z o.o. Sp.k.
2109,FPUH Kozon-Barej Sp. z o.o. Sp.k.
2110,Grycz-Madera s.c.
2111,Grupa Przewoźniak-Leśna i syn s.c.
2112,PPUH Danilczuk
2113,Deryło-Pałyga i syn s.c.
2114,PPUH Łukowiak Sp. z o.o. Sp.k.
2115,Stowarzyszenie Szulim-Tułacz Sp.k.
2116,PPUH Frankowicz S.A.
2117,Gabinety Żołnierczyk-Dub s.c.
2118,Kwarciak Sp.k.
2119,Stowarzyszenie Folta i syn s.c.
2120,Fydrych Sp. z o.o.
2121,FPUH Bandyk-Lukas i syn s.c.
2122,Wałek-Podeszwa Sp. z o.o.
2123,FPUH Nawrotek Sp.k.
2124,FPUH Kość
2125,Mosur-Wenzel Sp. z o.o.
2126,Pudełek-Zimmer Sp.j.
2127,Gabinety Zawiasa-Rabiej Sp.k.
2128,PPUH Drobniak-Cogiel Sp.k.
2129,Drożdżal S.A.
2130,Turlej-Kominiak Sp.k.
2131,Bazyluk Sp.k.
2132,Dargacz Sp.k.
2133,PPUH Piątkiewicz Sp. z o.o. Sp.k.
2134,Stowarzyszenie Karwot
2135,Wziątek Sp. z o.o.
2136,PPUH Księżak s.c.
2137,Stowarzyszenie Szalast s.c.
2138,Hennig Sp. z o.o.
2139,FPUH Kolendo-Cherek S.A.
2140,Geisler i syn s.c.
2141,Grupa Frączkiewicz
2142,Spółdzielnia Bobik
2143,PPUH Terka
2144,Gabinety Ziegler
2145,FPUH Sądej-Ciepluch Sp.j.
2146,Salwin-Płócienniczak Sp. z o.o.
2147,Fundacja Zegar Sp.j.
2148,Fundacja Orwat S.A.
2149,Spółdzielnia Rochowiak
2150,Spółdzielnia Karpiak-Miozga Sp. z o.o. Sp.k.
2151,Grupa Sobstyl-Suszko Sp.j.
2152,Stowarzyszenie Bisaga
2153,Naumiuk Sp.j.
2154,Gabinety Wesoła-Kramer s.c.
2155,Gabinety Anders
2156,Kudlak-Zbrzeźniak Sp. z o.o. Sp.k.
2157,Stowarzyszenie Danisz i syn s.c.
2158,Aleksander Sp.k.
2159,Zbrożek Sp.k.
2160,Burzec Sp. z o.o.
2161,Miecznik Sp.k.
2162,Mikoda i syn s.c.
2163,Florian i syn s.c.
2164,Krefta s.c.
2165,Szwałek-Maligłówka i syn s.c.
2166,FPUH Szymanik-Boruń Sp.k.
2167,Spółdzielnia Hartman
2168,Fundacja Gotfryd Sp. z o.o. Sp.k.
2169,PPUH Kozaczuk-Kulis Sp.k.
2170,Gruchot-Fraszczyk Sp. z o.o.
2171,Miszta Sp.j.
2172,Gabinety Sprycha
2173,Domurad-Szyda Sp. z o.o.
2174,Chomiak Sp. z o.o. Sp.k.
2175,Grupa Flieger
2176,Mytnik-Moskalik Sp. z o.o. Sp.k.
2177,Grupa Janiszek Sp.k.
2178,Fitas-Smutek Sp. z o.o.
2179,PPUH Pyszka i syn s.c.
2180,PPUH Stebel S.A.
2181,Gabinety Budrewicz
2182,PPUH Patrzałek-Sopata Sp. z o.o. Sp.k.
2183,Zachwieja i syn s.c.
2184,Zawodnik Sp.k.
2185,Kociemba Sp. z o.o.
2186,Glazer-Andreasik i syn s.c.
2187,Grupa Malecha
2188,FPUH Żyto-Kusek Sp.k.
2189,Stowarzyszenie Fraś-Skalik s.c.
2190,Spółdzielnia Morka
2191,PPUH Guziak
2192,PPUH Dorynek-Kryza s.c.
2193,Wojewodzic-Wasiewicz Sp. z o.o.
2194,Madziar Sp.k.
2195,Grupa Niechciał i syn s.c.
2196,Fundacja Karsznia-Miotke Sp.k.
2197,Matraszek-Kubisz s.c.
2198,Fundacja Łasica-Krzyk Sp. z o.o. Sp.k.
2199,Stowarzyszenie Księżak
2200,Bystrek i syn s.c.
2201,Pokrzywa-Sporysz Sp. z o.o.
2202,PPUH Dub s.c.
2203,Młodzik Sp. z o.o.
2204,Spółdzielnia Wacław
2205,PPUH Majewicz
2206,PPUH Ochwat Sp.j.
2207,PPUH Rup s.c.
2208,Barteczko-Drewa Sp. z o.o. Sp.k.
2209,Andrejczuk Sp. z o.o.
2210,Fundacja Sereda Sp. z o.o.
2211,Spółdzielnia Palonek
2212,Gabinety Popielarczyk S.A.
2213,Pasiak-Dzienis Sp.j.
2214,Korkosz-Szyja Sp. z o.o.
2215,Zackiewicz Sp.k.
2216,Gabinety Deszcz-Rusnak Sp.j.
2217,Stowarzyszenie Nagórka-Kościelak S.A.
2218,Staśko Sp. z o.o.
2219,FPUH Filus
2220,Wolan Sp. z o.o.
2221,Macias Sp. z o.o.
2222,Fundacja Jarmuż i syn s.c.
2223,Spółdzielnia Jasina Sp. z o.o. Sp.k.
2224,FPUH Tułacz-Gonsior Sp. z o.o. Sp.k.
2225,Spółdzielnia Kalarus
2226,Fundacja Lisoń Sp. z o.o. Sp.k.
2227,Wydrych-Brach S.A.
2228,Spółdzielnia Pochroń-Gul Sp. z o.o.
2229,Zajko-Buszko Sp. z o.o.
2230,Kęsek-Nowotka Sp.j.
2231,Spółdzielnia Stępka-Pałac Sp.k.
2232,PPUH Wojtyś-Zapiór Sp.j.
2233,Spółdzielnia Boryczko-Kenig s.c.
2234,Pawela-Fikus S.A.
2235,Staniczek Sp.k.
2236,Fundacja Detka
2237,Fundacja Świątkiewicz
2238,Fundacja Wośko-Musiała s.c.
2239,Wilusz-Ziemann Sp.k.
2240,PPUH Mazan-Pasieczna Sp. z o.o.
2241,Gabinety Jurczuk-Staciwa Sp.k.
2242,Dulewicz-Cyrek Sp. z o.o. Sp.k.
2243,Block Sp.j.
2244,Gabinety Gniewek-Dawiec s.c.
2245,Kałwa-Szkoła Sp.j.
2246,Milej-Giec Sp. z o.o. Sp.k.
2247,PPUH Pusz-Bacia Sp.j.
2248,PPUH Teter-Makar i syn s.c.
2249,Fundacja Kala
2250,Mądrzak i syn s.c.
2251,Gabinety Sutor Sp.j.
2252,Stowarzyszenie Łyczek-Małyszka S.A.
2253,Zawartka-Liedtke Sp. z o.o. Sp.k.
2254,Stowarzyszenie Halama
2255,Złotek-Strzępek i syn s.c.
2256,Gabinety Mrózek-Sadza Sp.k.
2257,Szarejko Sp.k.
2258,Spółdzielnia Wielgos S.A.
2259,Ziółko s.c.
2260,Tomalik Sp.k.
2261,Grupa Pysz i syn s.c.
2262,Gasek Sp. z o.o.
2263,Zbrzeźniak s.c.
2264,Fundacja Folga-Pyszczek Sp. z o.o. Sp.k.
2265,Schwarz-Antoszczyk s.c.
2266,Gabinety Woszczak Sp. z o.o. Sp.k.
2267,Lesik s.c.
2268,Gabinety Matusewicz S.A.
2269,Picheta-Budrewicz Sp.j.
2270,Spółdzielnia Ziarnik Sp. z o.o.
2271,Korzekwa-Sochaj i syn s.c.
2272,Kopij Sp.j.
2273,Fundacja Zaranek-Pawlonka Sp. z o.o. Sp.k.
2274,Gabinety Jakóbik-Paprotny Sp. z o.o. Sp.k.
2275,Spółdzielnia Bachanek
2276,Perlik Sp. z o.o.
2277,Stowarzyszenie Reich
2278,Fundacja Orkisz Sp.j.
2279,Stowarzyszenie Nałęcz Sp. z o.o. Sp.k.
2280,Spółdzielnia Żołnierczyk i syn s.c.
2281,Fundacja Witan Sp.k.
2282,Fundacja Brzeźniak-Kawiak i syn s.c.
2283,Zimoń-Strycharz Sp. z o.o. Sp.k.
2284,Wojtyna s.c.
2285,Cieciora Sp. z o.o.
2286,Grupa Dubik
2287,Sito-Starościak Sp.k.
2288,Kujda Sp. z o.o.
2289,Spółdzielnia Pelka
2290,Dąbkiewicz-Broś s.c.
2291,Miszta-Malewicz Sp. z o.o. Sp.k.
2292,FPUH Kasperczak-Czupryna S.A.
2293,Kornek-Płocharczyk i syn s.c.
2294,Tryc Sp.k.
2295,Stowarzyszenie Wojewódka-Knapek i syn s.c.
2296,Grupa Żołądkiewicz
2297,PPUH Żal i syn s.c.
2298,Fundacja Wosiak Sp.k.
2299,Fundacja Uliasz-Balcewicz i syn s.c.
2300,Foremniak Sp. z o.o. Sp.k.
2301,Fundacja Maćków i syn s.c.
2302,Spółdzielnia Kyc
2303,Fundacja Szpara
2304,Grupa Fronczyk
2305,Spółdzielnia Bieszke
2306,Gabinety Czuj Sp.j.
2307,Jaje S.A.
2308,Bancerz s.c.
2309,Kurczab-Jarmużek i syn s.c.
2310,Spółdzielnia Kubrak Sp. z o.o. Sp.k.
2311,Parzonka-Kolendo i syn s.c.
2312,Trochim-Starostka Sp.j.
2313,Przerwa-Mikusek Sp.j.
2314,Roczniak S.A.
2315,Cybul-Lew Sp.k.
2316,Glonek-Pelka Sp. z o.o.
2317,Trzop Sp. z o.o.
2318,Spółdzielnia Pniak i syn s.c.
2319,Gabinety Roter-Skała Sp. z o.o. Sp.k.
2320,Spółdzielnia Legutko-Plaskota Sp.j.
2321,PPUH Stąpór
2322,Stempel-Gajownik Sp.j.
2323,Fundacja Wincenciak-Kwapień Sp.j.
2324,FPUH Wojak
2325,Spółdzielnia Pakos
2326,Stupak Sp.k.
2327,FPUH Mitoraj
2328,Szmuc Sp. z o.o. Sp.k.
2329,Kotlarek-Cyba i syn s.c.
2330,FPUH Pochroń
2331,Skałka-Sakwa i syn s.c.
2332,Pachnik-Majerczyk Sp. z o.o. Sp.k.
2333,Fundacja Wosiak-Mendak S.A.
2334,Matyjasek i syn s.c.
2335,FPUH Midura-Sidorczuk s.c.
2336,Stowarzyszenie Kultys-Macek Sp.j.
2337,Nieroda-Jewuła Sp.k.
2338,Gabinety Łabaj Sp.j.
2339,PPUH Miętus
2340,Fundacja Wita s.c.
2341,Sołtysek-Kuboń Sp. z o.o.
2342,Gabinety Drygała Sp. z o.o. Sp.k.
2343,Grupa Bork
2344,Gabinety Kupś s.c.
2345,Spółdzielnia Giedrojć-Wrochna Sp. z o.o. Sp.k.
2346,Fundacja Bajko
2347,Spółdzielnia Kubisz Sp.j.
2348,Spółdzielnia Gowin-Karłowicz Sp. z o.o.
2349,PPUH Wiszowata-Hojda Sp. z o.o.
2350,FPUH Romejko
2351,Bona-Dukat s.c.
2352,Holewa Sp.k.
2353,Grupa Laszuk-Pikor Sp.k.
2354,Grupa Fiołka Sp. z o.o.
2355,Grupa Kozłowicz i syn s.c.
2356,Spółdzielnia Wojtczuk-Gregorek Sp. z o.o. Sp.k.
2357,Spółdzielnia Muskała s.c.
2358,FPUH Łasak i syn s.c.
2359,Spółdzielnia Idzi
2360,Plak-Waloszek s.c.
2361,Grupa Sadowy Sp. z o.o. Sp.k.
2362,Gabinety Dynak Sp.j.
2363,Stowarzyszenie Pasierbek S.A.
2364,PPUH Kowalak-Wołkowicz i syn s.c.
2365,Fundacja Starostka-Polasik Sp. z o.o.
2366,Ochnio S.A.
2367,Tyczka Sp. z o.o. Sp.k.
2368,Szłapka-Dietrich Sp.j.
2369,Jacak-Drożdżal Sp.j.
2370,Szyda Sp.k.
2371,FPUH Staręga
2372,Franik-Pancerz Sp. z o.o. Sp.k.
2373,Kozubal Sp. z o.o. Sp.k.
2374,Hajder Sp. z o.o. Sp.k.
2375,Stanclik Sp.j.
2376,Stowarzyszenie Berdzik S.A.
2377,PPUH Kośnik-Sudnik Sp. z o.o.
2378,Grupa Twardosz Sp. z o.o.
2379,Sorbian s.c.
2380,Stowarzyszenie Kajak Sp. z o.o.
2381,Fundacja Jaroszuk Sp.j.
2382,FPUH Cymbała-Woźniczko i syn s.c.
2383,Spółdzielnia Flieger-Ceynowa i syn s.c.
2384,Spółdzielnia Krystkowiak i syn s.c.
2385,FPUH Knych
2386,Buława s.c.
2387,Łokaj Sp.j.
2388,Bereda Sp. z o.o. Sp.k.
2389,Grupa Prucnal i syn s.c.
2390,Fundacja Bąkiewicz-Minta Sp. z o.o. Sp.k.
2391,Spółdzielnia Byra S.A.
2392,PPUH Andrukiewicz
2393,Białach-Matacz Sp. z o.o.
2394,Kuzia Sp. z o.o.
2395,Stowarzyszenie Kramer
2396,Gabinety Franków
2397,Narożna i syn s.c.
2398,Spółdzielnia Borzych Sp. z o.o. Sp.k.
2399,FPUH Wołos-Gebauer s.c.
2400,PPUH Helman i syn s.c.
2401,FPUH Przewoźnik
2402,Grupa Cuch i syn s.c.
2403,Spółdzielnia Wołczyk-Ślimak Sp.j.
2404,Dąbroś-Jenek Sp. z o.o.
2405,Gregorczuk-Hnat Sp.k.
2406,Stowarzyszenie Wołoch Sp.j.
2407,Cebulak-Głuszko Sp.j.
2408,Salach-Machowiak Sp.k.
2409,Pastuszek-Wołos Sp.k.
2410,FPUH Murat
2411,Stowarzyszenie Kuciel Sp. z o.o. Sp.k.
2412,Fundacja Kamyk Sp. z o.o. Sp.k.
2413,Stowarzyszenie Jędrys-Bandyk Sp. z o.o.
2414,Grupa Taranek Sp. z o.o.
2415,Franczuk-Janasik s.c.
2416,Becker-Nawój S.A.
2417,Spółdzielnia Jaśko
2418,Gabinety Mieszała Sp.j.
2419,Grupa Cygal-Wiesiołek Sp.k.
2420,Gabinety Irla Sp. z o.o. Sp.k.
2421,Rajch-Gruszczyk i syn s.c.
2422,Kretek i syn s.c.
2423,Wakuła-Karol Sp. z o.o.
2424,Stowarzyszenie Marosz
2425,Spółdzielnia Gołoś-Zachwieja Sp.k.
2426,Podkowa-Potyrała s.c.
2427,Fundacja Elert-Sołtysek s.c.
2428,Fundacja Nałęcz
2429,Gabinety Strzyż
2430,Grupa Koterba
2431,Świętoń-Pych Sp.k.
2432,Fundacja Czulak i syn s.c.
2433,Rduch i syn s.c.
2434,Fundacja Straszak S.A.
2435,Fundacja Szczepan Sp.k.
2436,FPUH Jarka
2437,Młotek-Pudełek s.c.
2438,Paleń i syn s.c.
2439,Gabinety Wawrzonek
2440,Spółdzielnia Citko
2441,FPUH Makieła
2442,Wikło S.A.
2443,Spółdzielnia Reich-Wesoły i syn s.c.
2444,Grupa Wiekiera
2445,PPUH Andruszko
2446,Wężyk-Komisarek Sp. z o.o.
2447,PPUH Młyńczyk Sp.k.
2448,Gabinety Świętoń-Kyc s.c.
2449,Kala-Glanc Sp.j.
2450,PPUH Wosiek-Świerkot i syn s.c.
2451,Talaśka Sp.j.
2452,Drewniok-Kozieja Sp.j.
2453,Fundacja Błaszyk
2454,Stowarzyszenie Kołak-Liss Sp.k.
2455,Drobniak-Wylegała Sp.j.
2456,Zamora S.A.
2457,Grupa Madajczyk-Radzio S.A.
2458,Grupa Ćwirko-Ragus Sp.j.
2459,Kamyk-Huber Sp.k.
2460,Koterba-Tytko i syn s.c.
2461,Rutowicz-Cichowlas Sp. z o.o. Sp.k.
2462,Kozaczuk Sp.k.
2463,Wolff Sp.j.
2464,Grupa Majnusz-Małysiak S.A.
2465,Grupa Szpila-Karpik Sp. z o.o. Sp.k.
2466,Grupa Waraksa Sp.j.
2467,Grupa Taciak-Maksym Sp. z o.o. Sp.k.
2468,Fundacja Miecznik-Giża S.A.
2469,Stowarzyszenie Senger
2470,FPUH Lesik
2471,Hubert Sp. z o.o.
2472,Stowarzyszenie Kwoka-Aleksiejuk Sp.k.
2473,Idec-Śnieg S.A.
2474,Rybus Sp. z o.o.
2475,Grupa Swiątek
2476,PPUH Pielech-Jałowiec Sp.k.
2477,Knysak s.c.
2478,PPUH Wysota-Kargol Sp.j.
2479,Gabinety Mrózek-Lampa Sp.k.
2480,Szlufik-Grzywnowicz s.c.
2481,Rozumek S.A.
2482,PPUH Ratka-Walus i syn s.c.
2483,Dziadowicz-Antoń Sp.k.
2484,Penkala Sp. z o.o.
2485,Fundacja Kryza
2486,Stowarzyszenie Garczyk
2487,Stowarzyszenie Stefanik-Strycharz S.A.
2488,Fundacja Bryndza-Miechowicz Sp. z o.o.
2489,Łuczyk S.A.
2490,Jakóbiak s.c.
2491,Gabinety Fojt
2492,Stowarzyszenie Kopała S.A.
2493,Stefankiewicz s.c.
2494,Stowarzyszenie Naumiuk-Latko Sp. z o.o.
2495,Spółdzielnia Ciołczyk-Zagozda Sp. z o.o.
2496,Gabinety Wypiór-Wiencek i syn s.c.
2497,Majzner-Materka i syn s.c.
2498,Stowarzyszenie Majorczyk
2499,PPUH Kukuczka
2500,Spółdzielnia Dorawa Sp.k.
2501,Spółdzielnia Juroszek
2502,FPUH Bok-Anders Sp. z o.o.
2503,Fundacja Zgoła
2504,Spółdzielnia Grosz-Koperek S.A.
2505,Prostak-Zubel Sp. z o.o.
2506,Gabinety Janoszek Sp. z o.o. Sp.k.
2507,Franków-Serwach Sp.k.
2508,Fundacja Basak S.A.
2509,Fundacja Kosiak-Rozynek Sp.j.
2510,Gabinety Żółkiewicz
2511,Grupa Błasik S.A.
2512,Salawa Sp. z o.o.
2513,Spółdzielnia Żakiewicz-Szymków s.c.
2514,Spółdzielnia Dorobisz
2515,Zarzeczna s.c.
2516,Ostafin S.A.
2517,Sypień-Frącz s.c.
2518,Siedlarz Sp.k.
2519,Wawrzynek-Krzempek Sp.j.
2520,Spółdzielnia Koss Sp.k.
2521,Lizurej Sp. z o.o. Sp.k.
2522,Gabinety Bakalarczyk-Piotrowiak Sp. z o.o. Sp.k.
2523,Sieg-Calik Sp.j.
2524,Siejak i syn s.c.
2525,Gabinety Wojak i syn s.c.
2526,Fundacja Pruchnik
2527,Kultys i syn s.c.
2528,Żach-Armatys Sp. z o.o. Sp.k.
2529,Ciechowicz i syn s.c.
2530,Koman-Frączkiewicz S.A.
2531,Stowarzyszenie Łyp
2532,Grupa Litwinowicz Sp.k.
2533,Fundacja Nagórka-Motak Sp. z o.o. Sp.k.
2534,Stowarzyszenie Marcińczyk i syn s.c.
2535,Gabinety Kidawa S.A.
2536,Stowarzyszenie Feret
2537,FPUH Kornak s.c.
2538,Grupa Wziątek Sp. z o.o.
2539,Chaba-Ostafin Sp.k.
2540,Stowarzyszenie Kapera
2541,Grupa Błądek-Potoczek s.c.
2542,Jaszcz S.A.
2543,Narożny-Pieczyrak S.A.
2544,Gabinety Piguła-Gogola S.A.
2545,Stowarzyszenie Lampa Sp. z o.o. Sp.k.
2546,Stowarzyszenie Durlik-Strządała Sp.k.
2547,Leszcz Sp.k.
2548,Gabinety Gnyp-Piersa i syn s.c.
2549,Spółdzielnia Kruszka-Bochnak Sp. z o.o.
2550,Fundacja Bródka-Matla Sp.j.
2551,Marcol-Zyguła Sp.k.
2552,Graboń Sp.j.
2553,Szafarz-Salawa Sp. z o.o. Sp.k.
2554,Grupa Jaremko S.A.
2555,Fundacja Hinca
2556,Gabinety Szczudło-Kastelik i syn s.c.
2557,Stiller s.c.
2558,Kociemba Sp. z o.o. Sp.k.
2559,Bełz Sp.j.
2560,Fundacja Kurzydło-Tryc Sp. z o.o. Sp.k.
2561,Fundacja Nijak S.A.
2562,Spółdzielnia Kijas-Wykręt i syn s.c.
2563,Kłósek-Hennig Sp. z o.o. Sp.k.
2564,Fundacja Stawowczyk Sp. z o.o. Sp.k.
2565,Spółdzielnia Stanisławek
2566,FPUH Bartel Sp. z o.o. Sp.k.
2567,Romaniak Sp. z o.o.
2568,Grupa Ogrodowicz
2569,Łodej S.A.
2570,Chaber-Czermak s.c.
2571,Stowarzyszenie Smalec S.A.
2572,Fundacja Golon s.c.
2573,Fitrzyk i syn s.c.
2574,Fundacja Uliasz Sp. z o.o. Sp.k.
2575,Grupa Skowyra
2576,Waszczyk-Roczniak s.c.
2577,Fundacja Matuszyk
2578,Zielke-Trepczyk i syn s.c.
2579,FPUH Wicha
2580,Rudyk-Konsek s.c.
2581,Gabinety Skonieczka
2582,PPUH Szłapa Sp.j.
2583,Grupa Mikołajewicz Sp.j.
2584,Szklarek Sp.j.
2585,Kupidura S.A.
2586,Dziób-Harasimiuk Sp. z o.o. Sp.k.
2587,Grupa Sito-Matyjaszek Sp.k.
2588,PPUH Janczura
2589,Lulek Sp.k.
2590,Kulma Sp. z o.o.
2591,Stowarzyszenie Macioł s.c.
2592,PPUH Swaczyna Sp. z o.o. Sp.k.
2593,Labus Sp. z o.o.
2594,Cybul-Martyka Sp. z o.o.
2595,Choroś Sp.j.
2596,PPUH Ostapczuk-Gumienna s.c.
2597,Stowarzyszenie Buszka-Banak Sp.k.
2598,Kusio Sp. z o.o.
2599,FPUH Frankowicz i syn s.c.
2600,Schubert Sp. z o.o.
2601,Gabinety Wołoszyk-Wołos Sp.j.
2602,Peciak-Maruszczak Sp.j.
2603,Grupa Mirocha
2604,Szaj-Dzienniak Sp. z o.o.
2605,Kabala i syn s.c.
2606,Gabinety Smoter Sp. z o.o.
2607,Buk Sp. z o.o.
2608,Foit Sp. z o.o. Sp.k.
2609,Spółdzielnia Stefankiewicz
2610,Gabinety Warych
2611,Talaśka-Karwot s.c.
2612,Stowarzyszenie Szklarek-Gąszczak Sp.k.
2613,Osial Sp. z o.o.
2614,Stowarzyszenie Glenc-Ragus Sp.j.
2615,Sobel-Łój Sp.j.
2616,Spółdzielnia Gaś i syn s.c.
2617,Mycek-Fąferek Sp. z o.o. Sp.k.
2618,Spółdzielnia Lesner
2619,Łuksza-Mazepa s.c.
2620,Szkopek Sp. z o.o. Sp.k.
2621,Frydrychowicz-Pałgan Sp. z o.o. Sp.k.
2622,FPUH Dulewicz
2623,Łupina Sp. z o.o.
2624,Fundacja Halama S.A.
2625,Pajek Sp. z o.o.
2626,Spółdzielnia Polnik
2627,Nasiadka-Bienia Sp. z o.o. Sp.k.
2628,Fundacja Gnyp
2629,Flisiak s.c.
2630,PPUH Tomaszczyk Sp.j.
2631,Fundacja Grunt i syn s.c.
2632,Dyjas Sp.k.
2633,Spółdzielnia Wyrwał-Elias Sp.k.
2634,Buszta Sp.k.
2635,Grupa Kornek-Noras Sp.j.
2636,Hallmann-Grzela S.A.
2637,Gabinety Matulewicz Sp.k.
2638,Spółdzielnia Ciemięga-Trzepizur Sp.j.
2639,Spółdzielnia Och-Wandas Sp.k.
2640,PPUH Dylak
2641,Spółdzielnia Skutnik-Hasiak s.c.
2642,Grupa Gietka i syn s.c.
2643,Gabinety Makulec-Zamora Sp.k.
2644,Stowarzyszenie Gabryel-Elsner Sp.j.
2645,Gabinety Kansy
2646,Grupa Postawa-Żywica s.c.
2647,Szulim Sp. z o.o.
2648,Domoń Sp.k.
2649,Sołtan-Jasnoch i syn s.c.
2650,Fundacja Milej-Daraż Sp. z o.o. Sp.k.
2651,Habdas-Majerczyk s.c.
2652,Jaracz-Cichowlas Sp.k.
2653,Fundacja Pera-Salwin Sp. z o.o. Sp.k.
2654,Serwa S.A.
2655,PPUH Siewert
2656,Kozłowicz Sp.k.
2657,Grupa Nesterowicz Sp.j.
2658,PPUH Trochim Sp.k.
2659,Stowarzyszenie Mironiuk-Moroń i syn s.c.
2660,Fundacja Szlęk
2661,PPUH Feluś
2662,Grzenia S.A.
2663,Dziopa s.c.
2664,Grupa Karwot
2665,Stowarzyszenie Dyjach-Fojt S.A.
2666,Owsiany-Bulczak i syn s.c.
2667,Felisiak-Miękina Sp. z o.o.
2668,Gabinety Jakoniuk Sp. z o.o.
2669,Skup-Pacholak Sp.j.
2670,FPUH Mich Sp. z o.o. Sp.k.
2671,PPUH Bazyluk Sp. z o.o. Sp.k.
2672,Twardzik-Giel Sp. z o.o.
2673,PPUH Andrys-Handke i syn s.c.
2674,Spółdzielnia Golus
2675,Stowarzyszenie Szmurło-Wandzel i syn s.c.
2676,Jargiło Sp.k.
2677,Przeklasa-Ignatiuk s.c.
2678,Łuszczak-Hampel s.c.
2679,Szaj-Frania s.c.
2680,Grupa Goik-Kurp Sp.j.
2681,Grupa Jarema
2682,Gabinety Maćków
2683,Spółdzielnia Fikus-Naumiuk Sp. z o.o. Sp.k.
2684,Grupa Szczypiór-Dybaś Sp.k.
2685,Spółdzielnia Rozumek-Kolendo Sp.k.
2686,Kroczak Sp.j.
2687,Kolber-Bobel Sp. z o.o.
2688,Fundacja Wikło
2689,Indyka Sp.k.
2690,Malcharek Sp. z o.o. Sp.k.
2691,Morcinek S.A.
2692,Wdowczyk-Wygoda Sp.j.
2693,Sadoch-Karpeta Sp. z o.o.
2694,Szott S.A.
2695,Dubel-Łukasz Sp. z o.o.
2696,Stawczyk-Myk i syn s.c.
2697,Stowarzyszenie Flasza
2698,FPUH Bączkiewicz Sp. z o.o. Sp.k.
2699,Stowarzyszenie Kozdrój
2700,Gabinety Bela
2701,Fundacja Basa Sp. z o.o.
2702,Fundacja Krajniak-Wyroba s.c.
2703,Fundacja Lisak-Łyjak Sp.k.
2704,Fundacja Bogusiewicz
2705,FPUH Gogół-Przeklasa S.A.
2706,Grupa Rochowiak-Trojanek Sp. z o.o.
2707,PPUH Wylegała-Skoneczna Sp. z o.o.
2708,Melcer i syn s.c.
2709,Grupa Groń S.A.
2710,Łuc-Szemraj Sp. z o.o.
2711,FPUH Skowyra-Jeszka Sp.k.
2712,Stowarzyszenie Miśko-Melaniuk Sp.k.
2713,Fundacja Świstek
2714,Śnieg S.A.
2715,Leonowicz Sp. z o.o.
2716,Grupa Szymonik Sp. z o.o. Sp.k.
2717,Andrejczuk s.c.
2718,Gabinety Chalimoniuk
2719,PPUH Pezda-Piotrak Sp. z o.o. Sp.k.
2720,Leonowicz-Krężołek S.A.
2721,Woda Sp.j.
2722,Witoń-Rusiniak S.A.
2723,Bujas-Nowrot Sp.k.
2724,Opoka Sp.k.
2725,Gajzler-Obiała S.A.
2726,Stowarzyszenie Tylec
2727,Siwka Sp.k.
2728,Gabinety Poleszak
2729,Grupa Grabara-Golda Sp. z o.o.
2730,Żołna-Czubaszek S.A.
2731,Broniek s.c.
2732,Fundacja Szołtysik
2733,Gabinety Drzał
2734,Spółdzielnia Kurant-Gołofit S.A.
2735,Przeniosło i syn s.c.
2736,Spółdzielnia Wincenciak
2737,Lica-Filek Sp. z o.o.
2738,Ruchała Sp. z o.o.
2739,Szyca-Franiak Sp. z o.o. Sp.k.
2740,Gabinety Klaja
2741,FPUH Kolka Sp. z o.o. Sp.k.
2742,Fit i syn s.c.
2743,Skonieczka Sp.j.
2744,Stowarzyszenie Hanke-Doroz s.c.
2745,Gabinety Kościesza S.A.
2746,Gabinety Niedbał Sp. z o.o. Sp.k.
2747,Stowarzyszenie Figat
2748,Nytko Sp. z o.o.
2749,Rzeszut Sp.j.
2750,Spółdzielnia Staciwa-Supeł Sp.j.
2751,Minkina Sp. z o.o.
2752,FPUH Mich
2753,FPUH Rykała
2754,Fundacja Nieścioruk-Pawlaczek Sp.j.
2755,Utrata Sp. z o.o.
2756,Lampa s.c.
2757,PPUH Bogdał-Klamka Sp.j.
2758,Misiaszek Sp. z o.o. Sp.k.
2759,FPUH Fiedorczuk Sp.j.
2760,Grupa Wojnicz
2761,Gabinety Zbróg
2762,Spółdzielnia Kobos-Ziarnik Sp.j.
2763,Solarczyk S.A.
2764,Stowarzyszenie Byzdra Sp. z o.o.
2765,Wnuczek Sp. z o.o.
2766,Spółdzielnia Karwan S.A.
2767,Spółdzielnia Kocoł Sp. z o.o. Sp.k.
2768,Gabinety Ćwierz Sp. z o.o. Sp.k.
2769,PPUH Wujec
2770,Złotek Sp. z o.o.
2771,Stowarzyszenie Kucharz S.A.
2772,Spółdzielnia Honkisz s.c.
2773,Fundacja Pasieczna-Sapała Sp. z o.o. Sp.k.
2774,Toma-Smolka Sp.k.
2775,Spółdzielnia Tadla s.c.
2776,Fundacja Pietryga-Doliwa Sp.j.
2777,Spółdzielnia Szkup-Kurczak Sp.k.
2778,Laszuk Sp. z o.o.
2779,Fundacja Grund
2780,Grupa Wywiał-Hejna i syn s.c.
2781,FPUH Myrcik Sp.j.
2782,Gabinety Potoczna-Niedojadło Sp.j.
